Movie_ID	ExpertReview_ID
19702.0	1
19702.0	2
19702.0	3
19702.0	4
19702.0	5
19702.0	6
19702.0	7
19702.0	8
19702.0	9
19702.0	10
19702.0	11
19702.0	12
19702.0	13
19702.0	14
19702.0	15
19702.0	16
19702.0	17
19702.0	18
19702.0	19
19702.0	20
19702.0	21
19702.0	22
14714.0	23
14714.0	24
14714.0	25
14714.0	26
14714.0	27
14714.0	28
14714.0	29
14714.0	30
14714.0	31
14714.0	32
14714.0	33
14714.0	34
14714.0	35
14714.0	36
14714.0	37
14714.0	38
14714.0	39
14714.0	40
	41
	42
	43
	44
	45
	46
	47
	48
	49
	50
	51
	52
	53
	54
	55
	56
20066.0	57
20066.0	58
20066.0	59
20066.0	60
20066.0	61
20066.0	62
20066.0	63
20066.0	64
20066.0	65
20066.0	66
15046.0	67
15046.0	68
15046.0	69
15046.0	70
15046.0	71
15046.0	72
15046.0	73
15046.0	74
15046.0	75
15046.0	76
15046.0	77
15046.0	78
15046.0	79
15046.0	80
15046.0	81
15046.0	82
10986.0	83
10986.0	84
10986.0	85
10986.0	86
10986.0	87
10986.0	88
10986.0	89
10986.0	90
10986.0	91
10986.0	92
10986.0	93
10986.0	94
10986.0	95
10986.0	96
10986.0	97
10986.0	98
10986.0	99
10986.0	100
10986.0	101
10986.0	102
10986.0	103
10986.0	104
10986.0	105
10986.0	106
21652.0	107
21652.0	108
21652.0	109
21652.0	110
21652.0	111
21652.0	112
21652.0	113
21652.0	114
21652.0	115
21652.0	116
21652.0	117
21652.0	118
21652.0	119
21652.0	120
21652.0	121
21652.0	122
21652.0	123
21652.0	124
21652.0	125
21652.0	126
21652.0	127
21652.0	128
21652.0	129
21652.0	130
21652.0	131
21652.0	132
21652.0	133
21652.0	134
21652.0	135
21652.0	136
21652.0	137
17532.0	138
17532.0	139
17532.0	140
17532.0	141
17532.0	142
17532.0	143
17532.0	144
17532.0	145
17532.0	146
17532.0	147
17532.0	148
17532.0	149
17532.0	150
17532.0	151
17532.0	152
17532.0	153
17532.0	154
17532.0	155
17532.0	156
17532.0	157
17532.0	158
17532.0	159
17532.0	160
17532.0	161
17532.0	162
17532.0	163
17532.0	164
17532.0	165
17532.0	166
17532.0	167
17532.0	168
16800.0	169
16800.0	170
16800.0	171
16800.0	172
16800.0	173
16800.0	174
16800.0	175
16800.0	176
16800.0	177
16800.0	178
16800.0	179
16800.0	180
16800.0	181
16800.0	182
16800.0	183
16800.0	184
16800.0	185
16800.0	186
16800.0	187
16800.0	188
16800.0	189
16800.0	190
16800.0	191
16800.0	192
16800.0	193
16800.0	194
16800.0	195
16800.0	196
16800.0	197
16800.0	198
16800.0	199
16800.0	200
16800.0	201
16800.0	202
16800.0	203
16800.0	204
16800.0	205
16800.0	206
16800.0	207
	208
	209
	210
	211
	212
	213
	214
	215
	216
	217
	218
	219
	220
	221
	222
	223
	224
	225
	226
	227
	228
	229
7522.0	230
21095.0	230
7522.0	231
21095.0	231
7522.0	232
21095.0	232
7522.0	233
21095.0	233
7522.0	234
21095.0	234
7522.0	235
21095.0	235
7522.0	236
21095.0	236
7522.0	237
21095.0	237
7522.0	238
21095.0	238
7522.0	239
21095.0	239
7522.0	240
21095.0	240
7522.0	241
21095.0	241
7522.0	242
21095.0	242
7522.0	243
21095.0	243
7522.0	244
21095.0	244
7522.0	245
21095.0	245
7522.0	246
21095.0	246
7522.0	247
21095.0	247
7522.0	248
21095.0	248
7522.0	249
21095.0	249
7522.0	250
21095.0	250
7522.0	251
21095.0	251
7522.0	252
21095.0	252
7522.0	253
21095.0	253
7522.0	254
21095.0	254
7522.0	255
21095.0	255
	256
	257
	258
	259
	260
	261
	262
	263
	264
6414.0	265
6414.0	266
6414.0	267
6414.0	268
6414.0	269
6414.0	270
6414.0	271
6414.0	272
6414.0	273
6414.0	274
6414.0	275
6414.0	276
6414.0	277
6414.0	278
6414.0	279
6414.0	280
6414.0	281
18981.0	282
18981.0	283
18981.0	284
18981.0	285
18981.0	286
18981.0	287
18981.0	288
18981.0	289
18981.0	290
18981.0	291
18981.0	292
18981.0	293
18981.0	294
18981.0	295
18981.0	296
18981.0	297
18981.0	298
18981.0	299
18981.0	300
18981.0	301
18981.0	302
18981.0	303
18981.0	304
18981.0	305
18981.0	306
18981.0	307
18981.0	308
18981.0	309
18981.0	310
18981.0	311
15735.0	312
15735.0	313
15735.0	314
15735.0	315
15735.0	316
15735.0	317
15735.0	318
15735.0	319
15735.0	320
15735.0	321
	322
	323
	324
	325
	326
	327
	328
	329
	330
	331
	332
	333
	334
	335
	336
	337
	338
	339
11172.0	340
11172.0	341
11172.0	342
11172.0	343
11172.0	344
11172.0	345
11172.0	346
11172.0	347
11172.0	348
11172.0	349
11172.0	350
15053.0	351
15053.0	352
15053.0	353
15053.0	354
15053.0	355
15053.0	356
15053.0	357
15053.0	358
15053.0	359
15053.0	360
15053.0	361
15053.0	362
15053.0	363
15053.0	364
15053.0	365
15053.0	366
15053.0	367
17246.0	368
17246.0	369
17246.0	370
17246.0	371
17246.0	372
17246.0	373
17246.0	374
17246.0	375
17246.0	376
17246.0	377
14727.0	378
14727.0	379
14727.0	380
14727.0	381
14727.0	382
14727.0	383
14727.0	384
14727.0	385
14727.0	386
14727.0	387
14727.0	388
14727.0	389
14727.0	390
14727.0	391
14727.0	392
14727.0	393
14727.0	394
14727.0	395
14727.0	396
14727.0	397
14727.0	398
14727.0	399
14727.0	400
14727.0	401
14727.0	402
14727.0	403
14727.0	404
14727.0	405
14727.0	406
14727.0	407
14727.0	408
14727.0	409
14727.0	410
14727.0	411
14727.0	412
14727.0	413
14727.0	414
14727.0	415
11352.0	416
11352.0	417
11352.0	418
11352.0	419
11352.0	420
11352.0	421
11352.0	422
11352.0	423
11352.0	424
14436.0	425
14436.0	426
14436.0	427
14436.0	428
14436.0	429
14436.0	430
14436.0	431
14436.0	432
14436.0	433
14436.0	434
14436.0	435
14436.0	436
14436.0	437
14436.0	438
14436.0	439
14436.0	440
21474.0	441
21474.0	442
21474.0	443
21474.0	444
21474.0	445
21474.0	446
21474.0	447
21474.0	448
21474.0	449
21474.0	450
21474.0	451
21474.0	452
21474.0	453
21474.0	454
21474.0	455
21474.0	456
21474.0	457
21474.0	458
21474.0	459
21474.0	460
21474.0	461
21474.0	462
21474.0	463
21474.0	464
21474.0	465
21474.0	466
21474.0	467
21474.0	468
21474.0	469
21474.0	470
21474.0	471
21474.0	472
21474.0	473
20923.0	474
20923.0	475
20923.0	476
20923.0	477
20923.0	478
20923.0	479
20923.0	480
20923.0	481
20923.0	482
20923.0	483
20923.0	484
20923.0	485
20923.0	486
20923.0	487
20923.0	488
20923.0	489
20923.0	490
20923.0	491
20923.0	492
20923.0	493
20923.0	494
20923.0	495
20923.0	496
20923.0	497
	498
	499
	500
	501
	502
	503
	504
18227.0	505
18227.0	506
18227.0	507
18227.0	508
18227.0	509
18227.0	510
18227.0	511
18227.0	512
18227.0	513
18227.0	514
18227.0	515
18227.0	516
18227.0	517
18227.0	518
18227.0	519
18227.0	520
18227.0	521
16169.0	522
16169.0	523
16169.0	524
16169.0	525
16169.0	526
16169.0	527
16169.0	528
16169.0	529
16169.0	530
16169.0	531
16169.0	532
16169.0	533
16169.0	534
16169.0	535
16169.0	536
16169.0	537
16169.0	538
16169.0	539
16169.0	540
16169.0	541
16169.0	542
16169.0	543
16169.0	544
16169.0	545
16169.0	546
16169.0	547
16169.0	548
16169.0	549
16169.0	550
16169.0	551
16169.0	552
16169.0	553
16169.0	554
16169.0	555
16169.0	556
16169.0	557
16169.0	558
16169.0	559
16169.0	560
16169.0	561
16169.0	562
16169.0	563
16169.0	564
16169.0	565
16169.0	566
16169.0	567
16169.0	568
16169.0	569
22184.0	570
22184.0	571
22184.0	572
22184.0	573
22184.0	574
22184.0	575
22184.0	576
22184.0	577
22184.0	578
22184.0	579
22184.0	580
22184.0	581
22184.0	582
22184.0	583
22184.0	584
22184.0	585
22184.0	586
22184.0	587
22184.0	588
22184.0	589
22184.0	590
22184.0	591
22184.0	592
22184.0	593
22184.0	594
22184.0	595
22184.0	596
22190.0	597
22190.0	598
22190.0	599
22190.0	600
22190.0	601
22190.0	602
22190.0	603
22190.0	604
22190.0	605
22190.0	606
22190.0	607
22190.0	608
22190.0	609
22190.0	610
22190.0	611
22190.0	612
22190.0	613
22190.0	614
22190.0	615
22190.0	616
22190.0	617
22190.0	618
22190.0	619
22190.0	620
22190.0	621
22190.0	622
22190.0	623
22190.0	624
22190.0	625
21479.0	626
21479.0	627
21479.0	628
21479.0	629
21479.0	630
21479.0	631
21479.0	632
21479.0	633
21479.0	634
21479.0	635
21479.0	636
21479.0	637
21479.0	638
21479.0	639
21479.0	640
21479.0	641
21479.0	642
21479.0	643
21479.0	644
21479.0	645
21479.0	646
21479.0	647
21479.0	648
21479.0	649
21479.0	650
21479.0	651
21479.0	652
21479.0	653
21479.0	654
21479.0	655
16113.0	656
16113.0	657
16113.0	658
16113.0	659
16113.0	660
16113.0	661
16113.0	662
16113.0	663
16113.0	664
16113.0	665
16113.0	666
16113.0	667
16113.0	668
16113.0	669
16113.0	670
16113.0	671
16113.0	672
16113.0	673
16113.0	674
16113.0	675
16113.0	676
16113.0	677
16113.0	678
16113.0	679
16113.0	680
16113.0	681
16113.0	682
16113.0	683
16113.0	684
16113.0	685
17176.0	686
17176.0	687
17176.0	688
17176.0	689
17176.0	690
17176.0	691
17176.0	692
17176.0	693
17176.0	694
17176.0	695
17891.0	696
17891.0	697
17891.0	698
17891.0	699
17891.0	700
17891.0	701
17891.0	702
17891.0	703
17891.0	704
	705
	706
	707
	708
	709
	710
	711
	712
	713
	714
	715
	716
	717
	718
	719
	720
	721
	722
	723
	724
	725
	726
	727
	728
	729
	730
	731
	732
	733
	734
	735
	736
	737
	738
	739
	740
	741
17628.0	742
17628.0	743
17628.0	744
17628.0	745
17628.0	746
17628.0	747
17628.0	748
17628.0	749
17628.0	750
19060.0	751
19060.0	752
19060.0	753
19060.0	754
19060.0	755
19060.0	756
19060.0	757
19060.0	758
19060.0	759
19060.0	760
19060.0	761
19060.0	762
19060.0	763
19060.0	764
19060.0	765
19060.0	766
19060.0	767
19060.0	768
19060.0	769
19060.0	770
19060.0	771
19060.0	772
19060.0	773
19060.0	774
19060.0	775
19060.0	776
19060.0	777
19060.0	778
19060.0	779
19060.0	780
10215.0	781
10215.0	782
10215.0	783
10215.0	784
10215.0	785
10215.0	786
10215.0	787
10215.0	788
10215.0	789
10215.0	790
13871.0	791
13871.0	792
13871.0	793
13871.0	794
13871.0	795
13871.0	796
13871.0	797
13871.0	798
17256.0	799
17256.0	800
17256.0	801
17256.0	802
17256.0	803
17256.0	804
17256.0	805
17256.0	806
17256.0	807
17256.0	808
17256.0	809
17256.0	810
17256.0	811
17256.0	812
17256.0	813
17256.0	814
17256.0	815
17256.0	816
17256.0	817
17256.0	818
17256.0	819
17256.0	820
17256.0	821
17256.0	822
17256.0	823
17256.0	824
17256.0	825
17256.0	826
17256.0	827
17256.0	828
17256.0	829
17256.0	830
17256.0	831
13267.0	832
13267.0	833
13267.0	834
13267.0	835
13267.0	836
13267.0	837
13267.0	838
13267.0	839
13267.0	840
13267.0	841
13267.0	842
13267.0	843
13267.0	844
13267.0	845
16112.0	846
16112.0	847
16112.0	848
16112.0	849
16112.0	850
16112.0	851
16112.0	852
16112.0	853
16112.0	854
16112.0	855
16112.0	856
16112.0	857
16112.0	858
16112.0	859
16112.0	860
16112.0	861
16112.0	862
16112.0	863
16112.0	864
15065.0	865
15065.0	866
15065.0	867
15065.0	868
15065.0	869
15065.0	870
15065.0	871
15065.0	872
15065.0	873
15065.0	874
	875
	876
	877
	878
	879
	880
	881
	882
	883
	884
	885
	886
	887
	888
	889
	890
	891
	892
	893
	894
	895
	896
	897
	898
	899
	900
	901
	902
	903
	904
	905
	906
	907
	908
	909
	910
	911
	912
	913
	914
	915
	916
	917
14450.0	918
14450.0	919
14450.0	920
14450.0	921
14450.0	922
14450.0	923
14450.0	924
